PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	Dosing Guideline	External Vocabulary
PA10246	almotriptan	almotriptan	Almogran,Axert		Drug/Small Molecule	DailyMed:b13ba9bf-1661-456a-8eae-6d110ea08c94,TTD:DAP001345,chebi:520985,chemSpider:110198,dpd:2248128,drugBank:DB00918,ndc:0062-2080-06,pubChemCompound:123606,pubChemSubstance:46505165,pubChemSubstance:700325,url:http://en.wikipedia.org/wiki/Almotriptan	CN(C)CCc1c[nH]c2c1cc(cc2)CS(=O)(=O)N3CCCC3	No	ATC:N02CC(Selective serotonin (5HT1) agonists),MeSH:C409045(almotriptan),NDFRT:N0000148709(ALMOTRIPTAN),RxNorm:279645(almotriptan),UMLS:C0914729(almotriptan)
PA10247	aminobenzoic acid				Drug/Small Molecule		c1ccc(c(c1)C(=O)O)N	No	ATC:D02BA(Protectives against UV-radiation for topical use),NDFRT:N0000006481(4-Aminobenzoic Acid [Chemical/Ingredient]),UMLS:C0000473(4-Aminobenzoic Acid [Chemical/Ingredient])
PA10251	atazanavir	ATV,ATZ,Atazanavir sulfate,BMS-232632,atazanavir	Latazanavir,Reyataz,Zrivada		Drug/Small Molecule	TTD:DNC000332,bindingDb:13934,chebi:37924,chemSpider:130642,clinicalTrials:NCT00207948,clinicalTrials:NCT01073761,clinicalTrials:NCT01138267,clinicalTrials:NCT01388543,dpd:2248610,drugBank:DB01072,keggDrug:D01276,pubChemCompound:148192,pubChemSubstance:46508504,pubChemSubstance:725881,url:http://en.wikipedia.org/wiki/Atazanavir		No	ATC:J05AE(Protease inhibitors),MeSH:C413408(atazanavir),NDFRT:N0000022320(ATAZANAVIR),RxNorm:343047(Atazanavir),UMLS:C1145759(Atazanavir)
PA10252	bortezomib	bortezomib	Velcade		Drug/Small Molecule	DailyMed:1521d321-e724-4ffc-adad-34bf4f44fac7,TTD:DAP001318,chebi:52717,clinicalTrials:NCT00080405,clinicalTrials:NCT00307086,clinicalTrials:NCT00620295,clinicalTrials:NCT01267812,clinicalTrials:NCT01782963,clinicalTrials:NCT01794507,dpd:2262452,drugBank:DB00188,ndc:63020-049-01,pubChemCompound:93860,pubChemSubstance:670916,url:http://en.wikipedia.org/wiki/Bortezomib		No	ATC:L01XX(Other antineoplastic agents),MeSH:C400082(bortezomib),NDFRT:N0000148811(BORTEZOMIB),RxNorm:358258(bortezomib),UMLS:C1176309(bortezomib)
PA10253	buserelin		Cinnafact,Suprefact		Drug/Small Molecule	clinicalTrials:NCT00749853		No	ATC:L02AE(Gonadotropin releasing hormone analogues),NDFRT:N0000170309(Buserelin [Chemical/Ingredient]),RxNorm:1825(Buserelin),UMLS:C0006456(Buserelin)
PA10268	flupenthixol	Flupenthixole	Depixol,Emergil,Fluanxol,Fluanxol Depot,Flupentixol,Flurentixol,Fluxanxol,Siplaril,Siplarol		Drug/Small Molecule	TTD:DAP000026,chebi:5121,dpd:2156016,drugBank:DB00875,keggDrug:D01044,pubChemCompound:17012,url:http://en.wikipedia.org/wiki/Flupenthixol		Yes	MeSH:C007761(flupenthixol decanoate),NDFRT:N0000167265(Flupenthixol [Chemical/Ingredient]),RxNorm:4495(Flupenthixol),UMLS:C0016367(Flupenthixol)
PA10270	ibandronate	Ibandronate sodium,Ibandronate sodium monohydrate,Ibandronic Acid,R484,ibandronate	Bondronat,Boniva,Bonviva		Drug/Small Molecule	HET:BFQ,TTD:DAP001022,bindingDb:12577,chemSpider:54839,dpd:2232770,drugBank:DB00710,ndc:0004-0185-23,pdb:BFQ,pubChemCompound:60852,pubChemSubstance:214304,pubChemSubstance:46508134,url:http://en.wikipedia.org/wiki/Ibandronate		No	ATC:M05BA(Bisphosphonates),MeSH:C073007(ibandronic acid),NDFRT:N0000148823(IBANDRONATE),RxNorm:115264(Ibandronate),UMLS:C0379199(Ibandronate)
PA10284	oxprenolol	(+)-1-(o-(Allyloxy)phenoxy)-3-(isopropylamino)propan-2-ol,(+-)-oxprenolol,(1)-1-(o-(Allyloxy)phenoxy)-3-(isopropylamino)propan-2-ol,1-(Isopropylamino)-2-hydroxy-3-(o-(allyloxy)phenoxy)propane,1-(o-(Allyloxy)phenoxy)-3-(isopropylamino)-2-propanol,1-[2-(Allyloxy)phenoxy]-3-(isopropylamino)-2-propanol,DL-oxprenolol,Osprenololo [dcit],Oxprenololum [inn-latin]	Coretal,Laracor,Slow-pren,Trasacor,Trasicor		Drug/Small Molecule	TTD:DAP000485,bindingDb:50240370,chemSpider:4470,dpd:402575,drugBank:DB01580,pubChemCompound:4631,pubChemSubstance:10354504,pubChemSubstance:46508996,url:http://en.wikipedia.org/wiki/Oxprenolol	CC(C)NCC(COc1ccccc1OCC=C)O	No	ATC:C07AA(Beta blocking agents, non-selective),NDFRT:N0000166827(Oxprenolol [Chemical/Ingredient]),RxNorm:7801(Oxprenolol),UMLS:C0030040(Oxprenolol)
PA10292	suramin	Bayer 205,SVR,Sodium suramin,Suramin sodium,Suramine,Suramine sodium	Antrypol,Belganyl,Farma,Fourneau,Germanin,Moranyl,Naganil,Naganin,Naganine,Naganol,Naphuride		Drug/Small Molecule	HET:SVR,TTD:DAP001031,chebi:45906,chemSpider:5168,drugBank:DB04786,iupharLigand:1728,keggCompound:C07974,pdb:SVR,pubChemCompound:5361,pubChemSubstance:46507013,pubChemSubstance:7890636,url:http://en.wikipedia.org/wiki/Suramin		No	ATC:P01CX(Other agents against leishmaniasis and trypanosomiasis),NDFRT:N0000167387(Suramin [Chemical/Ingredient]),RxNorm:10256(Suramin),UMLS:C0038880(Suramin)
PA10305	lanthanum carbonate				Drug/Small Molecule		C(=O)([O-])[O-].[La]	No	ATC:V03AE(Drugs for treatment of hyperkalemia and hyperphosphatemia),NDFRT:N0000148873(LANTHANUM CARBONATE),RxNorm:234416(lanthanum carbonate),UMLS:C0768119(lanthanum carbonate)
PA10308	alpha-1-proteinase inhibitor	Alpha 1-antitrypsin,Alpha-1 protease inhibitor,Alpha-1-antiproteinase,Alpha-1-antitrypsin precursor	Aralast,Prolastin		Drug/Small Molecule	DailyMed:f7f84d2a-d740-4414-9bfe-fccee9e73da0,TTD:DAP001102,dpd:2204606,drugBank:DB00058,genBank:K01396,ndc:0944-2802-01,uniProtKb:P01009,url:http://en.wikipedia.org/wiki/Alpha_1-antitrypsin		No	
PA10309	amsacrine	Acridinyl Anisidide,M-AMSA,MAMSA	AMSA P-D,Amsidine,Amsidyl,Amsine		Drug/Small Molecule	TTD:DAP000046,chebi:2687,chemSpider:2094,dpd:582212,drugBank:DB00276,keggCompound:C01553,keggDrug:D02321,pubChemCompound:2179,pubChemSubstance:46507539,pubChemSubstance:4711,url:http://en.wikipedia.org/wiki/Amsacrine		No	ATC:L01XX(Other antineoplastic agents),NDFRT:N0000171765(AMSACRINE),RxNorm:739(Amsacrine),UMLS:C0002699(Amsacrine)
PA10318	dornase alfa	DNase,DNase I,Deoxyribonuclease I,Deoxyribonuclease-1 precursor,Dornase alfa,rhDNase	Dilor,Dilor-400,Lufyllin,Lufyllin-400,Neothylline,Pulmozyme,Viscozyme		Drug/Small Molecule	TTD:DAP000981,dpd:2046733,drugBank:DB00003,genBank:M55983,uniProtKb:P24855,url:http://en.wikipedia.org/wiki/Dornase_alfa		No	ATC:R05CB(Mucolytics),NDFRT:N0000148342(DORNASE ALFA,rDNA),RxNorm:337623(Dornase Alfa),UMLS:C1135662(Dornase Alfa)
PA10323	l-tryptophan	(-)-Tryptophan,(S)-Tryptophan,(S)-a-Amino-1H-indole-3-propanoic acid,(S)-a-Amino-b-indolepropionic acid,(S)-a-Aminoindole-3-propionic acid,2-Amino-3-indolylpropanoic acid,3-Indol-3-ylalanine,L-(-)-Tryptophan,L-Tryptophane,Tryptophan,Tryptophane,alpha-Amino-beta-(3-indolyl)-propionic acid,l-a-Aminoindole-3-propionic acid,l-b-3-Indolylalanine	Alti-Tryptophan,Lyphan		Drug/Small Molecule	HET:TRP,TTD:DAP001316,bindingDb:21974,chebi:16828,chemSpider:6066,drugBank:DB00150,iupharLigand:717,keggCompound:C00078,keggDrug:D00020,pdb:TRP,pubChemCompound:6305,pubChemSubstance:46508329,pubChemSubstance:8144649		No	ATC:N06AX(Other antidepressants),NDFRT:N0000180301(L-TRYPTOPHAN),UMLS:C0041249(L-TRYPTOPHAN)
PA10333	tadalafil	CIA,ICOS 351,Tadanafil,tadalafil	Cialis,Cialis/Tadalafil Hcl,Cialis/Taladafil		Drug/Small Molecule	DailyMed:bcd8f8ab-81a2-4891-83db-24a0b0e25895,HET:CIA,TTD:DAP000615,bindingDb:14777,chemSpider:99301,dpd:2248088,drugBank:DB00820,keggDrug:D02008,ndc:0002-4465-34,pdb:CIA,pubChemCompound:110635,pubChemSubstance:46507646,pubChemSubstance:687903,url:http://en.wikipedia.org/wiki/Tadalafil		No	ATC:G04BE(Drugs used in erectile dysfunction),MeSH:C429886(tadalafil),NDFRT:N0000148829(TADALAFIL),RxNorm:358263(tadalafil),UMLS:C1176316(tadalafil)
PA10335	technetium (99mtc) sulfur colloid				Drug/Small Molecule			No	ATC:V09DB(Technetium (99mTc), particles and colloids)
PA10339	hemophilus influenzae b vaccines				Drug Class			No	ATC:J07AG(Hemophilus influenzae B vaccines)
PA10344	acamprosate	3-(Acetylamino)propanesulphonic acid,3-Acetamido-1-propanesulfonic acid,N-Acetylhomotaurine,acamprosate	Campral		Drug/Small Molecule	DailyMed:1c427b06-32d4-482f-bb83-71e386c1e203,TTD:DAP000857,chebi:51041,chemSpider:64300,clinicalTrials:NCT00662571,drugBank:DB00659,keggDrug:D02780,ndc:0456-3330-01,pubChemCompound:71158,pubChemSubstance:213365,pubChemSubstance:46506657,url:http://en.wikipedia.org/wiki/Acamprosate		No	ATC:N07BB(Drugs used in alcohol dependence),MeSH:C043877(acamprosate),NDFRT:N0000148859(ACAMPROSATE),RxNorm:82819(acamprosate),UMLS:C0284941(acamprosate)
PA10352	palonosetron	palonosetron	Aloxi,Onicit		Drug/Small Molecule	DailyMed:f4216772-6c37-4ff0-a575-f758390656e3,TTD:DAP000367,chemSpider:130656,drugBank:DB00377,ndc:58063-797-25,pubChemCompound:148211,pubChemSubstance:46508530,pubChemSubstance:725898,url:http://en.wikipedia.org/wiki/Palonosetron		No	ATC:A04AA(Serotonin (5HT3) antagonists),MeSH:C083418(palonosetron),NDFRT:N0000148816(PALONOSETRON),RxNorm:70561(palonosetron),UMLS:C0220578(palonosetron)
PA10364	memantine	DMAA,Memantina [INN-Spanish],Memantine HCL,Memantine Hydrochloride,Memantine [INN],Memantinum [INN-Latin],memantine	Ebixa,Namenda		Drug/Small Molecule	DailyMed:b9f27baf-aa2a-443a-9ef5-e002d23407ba,TTD:DAP000493,bindingDb:50062599,chemSpider:3914,dpd:2260638,drugBank:DB01043,keggCompound:C13736,ndc:0456-3205-60,pubChemCompound:4054,pubChemSubstance:46506702,pubChemSubstance:586325,url:http://en.wikipedia.org/wiki/Memantine	CC12CC3CC(C1)(CC(C3)(C2)N)C	No	ATC:N06DX(Other anti-dementia drugs),NDFRT:N0000148824(MEMANTINE),RxNorm:6719(Memantine),UMLS:C0025242(Memantine)
PA10366	protamine				Drug/Small Molecule			No	ATC:V03AB(Antidotes),NDFRT:N0000148002(PROTAMINE),UMLS:C0033603(PROTAMINE)
PA10367	rabies immunoglobulin				Drug/Small Molecule			No	ATC:J06BB(Specific immunoglobulins)
PA10373	calcium phosphate				Drug/Small Molecule		[O-]P(=O)([O-])[O-].[Ca+2]	No	ATC:A12AA(Calcium),NDFRT:N0000148058(CALCIUM PHOSPHATE),RxNorm:1919(calcium phosphate),UMLS:C0006711(calcium phosphate)
PA10381	androgens and estrogens				Drug Class			No	ATC:G03EA(Androgens and estrogens)
PA10384	antiinflammatory and antirheumatic products, non-steroids				Drug Class			No	ATC:M01A(Antiinflammatory And Antirheumatic Products, Non-steroids)
PA10387	hydantoin derivatives				Drug Class			No	ATC:N03AB(Hydantoin derivatives)
PA10389	non-selective monoamine reuptake inhibitors				Drug Class			No	ATC:N06AA(Non-selective monoamine reuptake inhibitors)
PA10390	sulfonamides, urea derivatives				Drug Class			No	ATC:A10BB(Sulfonamides, urea derivatives)
PA10393	antiglaucoma preparations and miotics				Drug Class			No	ATC:S01E(Antiglaucoma Preparations And Miotics)
PA10402	benzodiazepine derivatives				Drug Class			No	ATC:N03AE(Benzodiazepine derivatives),ATC:N05BA(Benzodiazepine derivatives),ATC:N05CD(Benzodiazepine derivatives)
PA10405	adrenergics, inhalants				Drug Class			No	ATC:R03A(Adrenergics, Inhalants)
PA10407	calcium channel blockers				Drug Class			No	ATC:C08(Calcium Channel Blockers),NDFRT:N0000029119([CV200] CALCIUM CHANNEL BLOCKERS),UMLS:C0006684([CV200] CALCIUM CHANNEL BLOCKERS)
PA10410	carbonic anhydrase inhibitors				Drug Class			No	ATC:S01EC(Carbonic anhydrase inhibitors),NDFRT:N0000000235(Carbonic Anhydrase Inhibitors [MoA]),UMLS:C2757046(Carbonic Anhydrase Inhibitors [MoA])
PA10420	colony stimulating factors				Drug Class			No	ATC:L03AA(Colony stimulating factors)
PA10432	thiazide derivatives				Drug Class			No	ATC:C02DA(Thiazide derivatives)
PA10457	kaolin		Kaopectate		Drug/Small Molecule	dpd:2233881,drugBank:DB01575,url:http://en.wikipedia.org/wiki/Kaolin		No	ATC:A07BC(Other intestinal adsorbents),NDFRT:N0000146736(KAOLIN),RxNorm:6102(Kaolin),UMLS:C0022499(Kaolin)
PA10472	organic nitrates				Drug Class			No	ATC:C01DA(Organic nitrates)
PA10478	phenothiazines with aliphatic side-chain				Drug Class			No	ATC:N05AA(Phenothiazines with aliphatic side-chain),ATC:N05AB(Phenothiazines with piperazine structure),ATC:N05AC(Phenothiazines with piperidine structure)
PA10479	phosphates				Drug/Small Molecule			No	NDFRT:N0000006783(Phosphates [Chemical/Ingredient]),UMLS:C0031603(Phosphates [Chemical/Ingredient])
PA10481	pyrethrins and piperonyl butoxide		A-200 Gel Concentrate,A-200 Shampoo Concentrate,Barc,Licetrol,Pronto Lice Killing Shampoo Kit,Pyrinyl,R & C,Rid,Tisit,Tisit Blue,Tisit Shampoo,Triple X		Drug/Small Molecule			No	
PA10489	selenium supplements				Drug/Small Molecule			No	
PA10492	combinations of sulfonamides and trimethoprim, incl. derivatives				Drug Class			No	ATC:J01EE(Combinations of sulfonamides and trimethoprim, incl. derivatives)
PA10499	thioxanthene derivatives				Drug Class			No	ATC:N05AF(Thioxanthene derivatives)
PA10500	thyroid hormones				Drug Class			No	ATC:H03AA(Thyroid hormones),NDFRT:N0000011247(Thyroid Hormones [Chemical/Ingredient]),UMLS:C0040135(Thyroid Hormones [Chemical/Ingredient])
PA10505	vitamin b-complex, plain				Drug Class			No	ATC:A11EA(Vitamin B-complex, plain)
PA10715	sulfamethoxazole and trimethoprim	Eslectin,Insozalin,co-trimoxazole	Biseptol-480,Centran,Centrin,Cotrim.L.U.T,Cotrimoxazole,Metomide,Trimedin,Trimezole		Drug/Small Molecule		COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N.c1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N	No	ATC:J01EE(Combinations of sulfonamides and trimethoprim, incl. derivatives)
PA10733	androgens for topical use				Drug Class			No	ATC:D11AE(Androgens for topical use),ATC:G03B(Androgens)
PA10741	sulfonamides, plain	loop diuretics			Drug Class			No	ATC:C03BA(Sulfonamides, plain),ATC:C03CA(Sulfonamides, plain)
PA10772	sulfonamides				Drug Class			No	ATC:A07AB(Sulfonamides),ATC:D06BA(Sulfonamides),ATC:G01AE(Sulfonamides),ATC:S01AB(Sulfonamides),NDFRT:N0000008048(Sulfonamides [Chemical/Ingredient]),UMLS:C0038760(Sulfonamides [Chemical/Ingredient])
PA10799	anakinra	ICIL-1RA,IL-1RN,IL-1ra,IL1 inhibitor,IRAP,Interleukin-1 receptor antagonist protein precursor	Kineret		Drug/Small Molecule	TTD:DAP000095,dpd:2245913,drugBank:DB00026,genBank:M55646,keggDrug:D02934,uniProtKb:P18510,url:http://en.wikipedia.org/wiki/Anakinra		No	ATC:L04AA(Selective immunosuppressants),NDFRT:N0000148718(ANAKINRA),RxNorm:72435(anakinra),UMLS:C0245109(anakinra)
PA10804	imatinib	Imatinib Mesylate,Imatinib Methansulfonate,sti-571	Gleevec,Glivec		Drug/Small Molecule	DailyMed:211ef2da-2868-4a77-8055-1cb2cd78e24b,HET:STI,TTD:DNC001383,bindingDb:13530,chebi:45783,chemSpider:5101,clinicalTrials:NCT00180830,clinicalTrials:NCT01437202,clinicalTrials:NCT01860456,dpd:2253283,drugBank:DB00619,keggDrug:D01441,ndc:0078-0401-34,pdb:STI,pubChemCompound:5291,pubChemSubstance:46505055,pubChemSubstance:841977,url:http://en.wikipedia.org/wiki/Imatinib	Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C	No	ATC:L01XE(Protein kinase inhibitors),MeSH:C097613(imatinib),NDFRT:N0000148698(IMATINIB),RxNorm:282388(imatinib),UMLS:C0935989(imatinib)
PA10810	pemetrexed	LY231514,Pemetrexed Disodium	Alimta		Drug/Small Molecule	DailyMed:f5a860f3-37ec-429c-ae04-9c88d7c55c08,HET:LYA,TTD:DCL000320,chemSpider:54830,clinicalTrials:NCT00192088,clinicalTrials:NCT00216099,clinicalTrials:NCT00226577,clinicalTrials:NCT00520936,clinicalTrials:NCT00523419,clinicalTrials:NCT00541073,clinicalTrials:NCT00619424,clinicalTrials:NCT00705549,clinicalTrials:NCT00798603,clinicalTrials:NCT00867711,clinicalTrials:NCT01003964,clinicalTrials:NCT01088906,clinicalTrials:NCT01714037,dpd:2253437,drugBank:DB00642,ndc:0002-7640-01,pdb:LYA,pubChemCompound:60843,pubChemSubstance:197081,pubChemSubstance:46505640,url:http://en.wikipedia.org/wiki/Pemetrexed		No	ATC:L01BA(Folic acid analogues),MeSH:C085586(pemetrexed),NDFRT:N0000148831(PEMETREXED),RxNorm:68446(pemetrexed),UMLS:C0210657(pemetrexed)
PA10813	tinidazole	tinidazole	Fasigyn,Tindamax		Drug/Small Molecule	DailyMed:a0d01539-8413-4703-94cc-d221918630a1,chemSpider:5279,drugBank:DB00911,keggDrug:D01426,ndc:0178-8250-40,pubChemCompound:5479,pubChemSubstance:46506396,pubChemSubstance:7848489,url:http://en.wikipedia.org/wiki/Tinidazole	c1ccc2c(c1)[nH]c(n2)c3cscn3	No	ATC:J01XD(Imidazole derivatives),ATC:P01AB(Nitroimidazole derivatives),NDFRT:N0000148851(TINIDAZOLE),RxNorm:10612(Tinidazole),UMLS:C0040263(Tinidazole)
PA10815	nadroparin				Drug/Small Molecule			No	ATC:B01AB(Heparin group),NDFRT:N0000168534(Nadroparin [Chemical/Ingredient]),RxNorm:67031(Nadroparin),UMLS:C0206232(Nadroparin)
PA10816	ezetimibe	SCH58235	Ezedoc,Ezetrol,Zetia	"Inegy (Simvastatin + Ezetimibe)",	Drug/Small Molecule	DailyMed:a773b0b2-d31c-4ff4-b9e8-1eb2d3a4d62a,TTD:DAP000717,chebi:49040,chemSpider:132493,dpd:2247521,drugBank:DB00973,keggDrug:D01966,ndc:66582-414-31,pubChemCompound:150311,pubChemSubstance:46507625,pubChemSubstance:727861,url:http://en.wikipedia.org/wiki/Ezetimibe		No	ATC:C10AX(Other lipid modifying agents),MeSH:C108606(ezetimibe),NDFRT:N0000148785(EZETIMIBE),RxNorm:341248(ezetimibe),UMLS:C1142985(ezetimibe)
PA10819	gamma hydroxybutyric acid	4-Hydroxy-butanoic acid,4-Hydroxybutyric acid,4-hydroxybutanoate,4-hydroxybutanoic acid,GHB,Juice,Liquid Ecstasy,Sodium oxybate,gamma-Hydroxybutyric acid	Xyrem		Drug/Small Molecule	DailyMed:926eb076-a4a8-45e4-91ef-411f0aa4f3ca,TTD:DAP001522,chebi:16724,chemSpider:2300886,drugBank:DB01440,keggCompound:C00989,ndc:68727-100-01,pubChemCompound:3037032,pubChemSubstance:46507548,pubChemSubstance:8144929,url:http://en.wikipedia.org/wiki/Gamma-Hydroxybutyric_acid		No	ATC:N01AX(Other general anesthetics),ATC:N07XX(Other nervous system drugs)
PA10827	barbiturates, plain				Drug Class			No	ATC:N01AF(Barbiturates, plain),ATC:N03AA(Barbiturates and derivatives),ATC:N05CA(Barbiturates, plain)
PA10832	corticosteroids	Corticosteroids			Drug Class			No	ATC:A01AC(Corticosteroids for local oral treatment),ATC:A07EA(Corticosteroids acting locally),ATC:C05AA(Corticosteroids),ATC:D07A(Corticosteroids, Plain),ATC:H02A(Corticosteroids For Systemic Use, Plain),ATC:R01AD(Corticosteroids),ATC:S01BA(Corticosteroids, plain),ATC:S02B(Corticosteroids),ATC:S02BA(Corticosteroids),ATC:S03B(Corticosteroids),ATC:S03BA(Corticosteroids),NDFRT:N0000011309(Adrenal Cortex Hormones [Chemical/Ingredient]),UMLS:C0001617(Adrenal Cortex Hormones [Chemical/Ingredient])
PA10888	clobazam	clobazam	Chlorepin,Clorepin,Frisium,Mystan,Urbadan,Urbanyl		Drug/Small Molecule	TTD:DAP000672,chebi:31413,chemSpider:2687,clinicalTrials:NCT01011036,clinicalTrials:NCT01179828,dpd:2247230,drugBank:DB00349,keggDrug:D01253,pubChemCompound:2789,pubChemSubstance:46506115,url:http://en.wikipedia.org/wiki/Clobazam	CN1c2ccc(cc2N(C(=O)CC1=O)c3ccccc3)Cl	No	ATC:N05BA(Benzodiazepine derivatives),MeSH:C012255(clobazam),NDFRT:N0000176077(CLOBAZAM),RxNorm:21241(clobazam),UMLS:C0055891(clobazam)
PA10892	gliclazide	1-(3-Azabicyclo(3.3.0)oct-3-yl)-3-(p-tolylsulfonyl)urea,1-(Hexahydrocyclopenta(c)pyrrol-2(1H)-yl)-3-(p-tolylsulfonyl)urea,Gliclazida [INN-Spanish],Gliclazidum [INN-Latin],N-(4-Methylbenzenesulfonyl)-N'-(3-azabicyclo(3.3.0)oct-3-yl)urea	Diamicron,Diamicron MR,Glimicron,Mylan-Gliclazide,Nordialex,PMS-Gliclazide		Drug/Small Molecule	TTD:DAP000522,chebi:31654,chemSpider:3356,clinicalTrials:NCT00738088,clinicalTrials:NCT00780715,dpd:2248453,drugBank:DB01120,keggDrug:D01599,pubChemCompound:3475,pubChemSubstance:46505475,url:http://en.wikipedia.org/wiki/Gliclazide		Yes	ATC:A10BB(Sulfonamides, urea derivatives),NDFRT:N0000166470(Gliclazide [Chemical/Ingredient]),RxNorm:4816(Gliclazide),UMLS:C0017631(Gliclazide)
PA1102	qt-prolonging drugs				Drug Class			No	ATC:X.04(QT-Prolonging Drugs)
PA127840611	troleandomycin	Oleandocetine,Oleandomycin triacetate,Oleandomycin triacetyl ester,Oleandomycin, triacetate (ester),Triacetyloleandomycin	Cyclamycin,Evramicina,Matromicina,Tao,Treolmicina,Tribiocillina		Drug/Small Molecule	HET:TAO,TTD:DAP000411,chemSpider:16707,drugBank:DB01361,keggCompound:C12753,keggDrug:D01322,pdb:TAO,pubChemCompound:202225,pubChemSubstance:46508062,pubChemSubstance:583142,url:http://en.wikipedia.org/wiki/Troleandomycin		No	NDFRT:N0000146829(OLEANDOMYCIN (AS TROLEANDOMYCIN)),RxNorm:10864(Troleandomycin),UMLS:C0041165(Troleandomycin)
PA128406956	fluorouracil		5 Fluorouracil,Adrucil,Arumel,Carac,Carzonal,Effluderm,Efudex,Efudix,Efurix,FU,Fluoroblastin,Fluoroplex,Fluracil,Fluracilum,Fluri,Fluril,Fluro Uracil,Flurouracil,Ftoruracil,Kecimeton,Phthoruracil,Phtoruracil,Queroplex,Timazin,URF,Ulup		Drug/Small Molecule	DailyMed:e0794add-67a7-4308-93e9-f889472716cc,HET:URF,TTD:DAP000829,chebi:46345,chemSpider:3268,clinicalTrials:NCT00074321,clinicalTrials:NCT00130936,clinicalTrials:NCT00131599,clinicalTrials:NCT00140036,clinicalTrials:NCT00268398,clinicalTrials:NCT00433550,clinicalTrials:NCT00467142,clinicalTrials:NCT00559676,clinicalTrials:NCT00559741,clinicalTrials:NCT00589901,clinicalTrials:NCT00645866,clinicalTrials:NCT00654160,clinicalTrials:NCT00682786,clinicalTrials:NCT00689624,clinicalTrials:NCT00737373,clinicalTrials:NCT00838370,clinicalTrials:NCT00849615,clinicalTrials:NCT00884767,clinicalTrials:NCT00936832,clinicalTrials:NCT00938470,clinicalTrials:NCT01063192,clinicalTrials:NCT01068327,clinicalTrials:NCT01158274,clinicalTrials:NCT01205711,clinicalTrials:NCT01206465,clinicalTrials:NCT01283204,clinicalTrials:NCT01307956,clinicalTrials:NCT01501669,clinicalTrials:NCT01641458,clinicalTrials:NCT01705106,clinicalTrials:NCT01867892,dpd:2182742,drugBank:DB00544,keggCompound:C07649,keggDrug:D00584,ndc:0703-3015-13,pdb:URF,pubChemCompound:3385,pubChemSubstance:46508557,pubChemSubstance:7847650,url:http://en.wikipedia.org/wiki/Fluorouracil	c1c(c(=O)[nH]c(=O)[nH]1)F	Yes	ATC:L01BC(Pyrimidine analogues),NDFRT:N0000146166(FLUOROURACIL),RxNorm:4492(Fluorouracil),UMLS:C0016360(Fluorouracil)
PA128406980	phencyclidine	1-(1-Phenylcyclohexyl)piperidine,1-(1-Phenylcyclohexyl)piperidine hydrochloride,Angel dust,Busy bee,CJS,Cadillac,DOA,DUST,Elephant tranquilizer,Fenciclidina [inn-spanish],Magic mist,PCP,Phencyclidine hydrochloride,Phencyclidinum [inn-latin],Phenylcyclidine hydrochloride,Rocket fuel,Sernyl,Sernylan,Stardust,Supergrass,Surfer,TIC,Trank,Tranks,Whack,Zombie dust			Drug/Small Molecule	chemSpider:6224,drugBank:DB03575,keggCompound:C07575,pdb:1PC,pubChemCompound:6468,pubChemSubstance:46508889,pubChemSubstance:9778,url:http://en.wikipedia.org/wiki/Phencyclidine	c1ccc(cc1)C2(CCCCC2)N3CCCCC3	No	NDFRT:N0000176149(PHENCYCLIDINE),UMLS:C0031381(PHENCYCLIDINE)
PA128406983	pesticides				Drug Class			No	ATC:V07A.06(pesticides)
PA129945760	NG-monomethyl-l-arginine				Drug/Small Molecule			No	NDFRT:N0000170262(omega-N-Methylarginine [Chemical/Ingredient]),UMLS:C0069477(omega-N-Methylarginine [Chemical/Ingredient])
PA130150436	perhexiline	(+)-2-(2,2-Dicyclohexylethyl)piperidine,(-)-2-(2,2-Dicyclohexylethyl)piperidine,2-(2,2-Dicyclohexylethyl)piperidine,Perhexilene,Perhexilina [INN-Spanish],Perhexilinum [INN-Latin],Perhexilline			Drug/Small Molecule	TTD:DAP000957,chebi:35553,chemSpider:4584,drugBank:DB01074,pubChemCompound:4746,pubChemSubstance:165685,pubChemSubstance:46504471,url:http://en.wikipedia.org/wiki/Perhexiline	C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3	No	ATC:C08EX(Other non-selective calcium channel blockers),NDFRT:N0000167208(Perhexiline [Chemical/Ingredient]),RxNorm:8050(Perhexiline),UMLS:C0031013(Perhexiline)
